time,pid,cpu_percent,memory_mb,read_mb,write_mb,threads,connections
2025-07-04 16:17:44,2686089,0.0,213.21,4.11,0.04,57,16
2025-07-04 16:17:55,2686089,0.0,213.08,4.11,0.04,57,16
2025-07-04 16:18:06,2686089,0.0,213.08,4.11,0.04,57,16
2025-07-04 16:18:17,2686089,0.0,213.02,4.15,0.04,57,16
2025-07-04 16:18:28,2686089,0.0,213.01,4.15,0.04,57,16
2025-07-04 16:18:39,2686089,0.0,213.01,4.15,0.04,57,16
