time,pid,cpu_percent,memory_mb,read_mb,write_mb,threads,connections
2025-07-04 16:17:44,2686203,0.0,1094.43,1.13,11607.21,100,16
2025-07-04 16:17:55,2686203,0.0,1094.38,1.13,11615.1,100,16
2025-07-04 16:18:06,2686203,0.0,1094.45,1.13,11623.46,100,16
2025-07-04 16:18:17,2686203,0.0,1094.49,1.13,11631.19,100,16
2025-07-04 16:18:28,2686203,0.0,1094.69,1.18,11639.08,100,16
2025-07-04 16:18:39,2686203,0.0,1094.83,1.18,11647.47,100,16
