Timestamp,PID,Name,CPU Usage (%),Memory Usage (MB),Disk Read (Bytes),Disk Write (Bytes)
'2025-04-28 21:10:22,3968749,general.dll,108.9,332.3828125,0,7876608
'2025-04-28 21:10:25,3968749,general.dll,102.9,332.640625,0,9187328
'2025-04-28 21:10:28,3968749,general.dll,106.9,332.96875,0,10928128
'2025-04-28 21:10:32,3968749,general.dll,110.0,333.1015625,0,12472320
'2025-04-28 21:10:35,3968749,general.dll,111.9,333.1015625,0,14172160
'2025-04-28 21:10:38,3968749,general.dll,111.9,333.33984375,0,15695872
'2025-04-28 21:10:41,3968749,general.dll,112.9,333.58203125,0,17264640
'2025-04-28 21:10:44,3968749,general.dll,122.9,333.59375,0,18948096
